campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
600,2022-02-10,85,8,600,403,129.25,15,243
608,2022-02-22,6,1,604,401,179.97,13,3085
613,2022-02-24,72,12,602,403,65.82,22,7324
615,2022-02-25,68,4,600,403,52.09,23,212
617,2022-02-26,91,5,600,402,118.41,8,122
619,2022-02-05,18,1,602,402,175.75,35,4854
623,2022-02-10,53,13,602,400,121.6,50,3132
642,2022-02-25,5,11,600,401,113.82,21,158
645,2022-02-16,75,9,600,401,50.87,22,223
648,2022-02-04,59,8,600,402,109.52,8,130
654,2022-02-10,24,14,600,402,53.19,8,297
667,2022-02-17,39,14,603,403,73.88,41,679
680,2022-02-15,80,5,600,401,85.56,13,259
692,2022-02-01,22,3,600,400,164.6,10,218
697,2022-02-04,61,6,600,403,110.51,18,327
702,2022-02-07,16,12,602,403,88.84,30,6696
718,2022-02-11,5,13,604,403,75.2,47,7633
725,2022-02-08,37,12,602,402,120.92,50,1546
733,2022-02-06,53,1,604,402,57.72,34,5351
736,2022-02-24,66,6,600,400,124.29,16,336
743,2022-02-01,17,14,600,400,53.08,16,265
749,2022-02-07,4,13,603,401,56.93,22,2562
751,2022-02-14,30,9,603,402,82.98,50,7458
759,2022-02-20,90,7,603,400,170.12,21,1066
760,2022-02-27,69,9,600,403,101.46,5,308
762,2022-02-13,34,8,602,403,112.96,43,7307
769,2022-02-01,9,3,603,400,72.29,43,9306
778,2022-02-24,91,1,600,400,145.61,6,267
780,2022-02-11,57,12,600,400,50.88,20,247
784,2022-02-03,1,4,600,402,96.69,11,254
795,2022-02-23,44,13,602,402,81.6,13,3325
801,2022-02-09,68,5,602,403,147.17,30,8759
814,2022-02-19,59,13,600,402,162.47,5,301
815,2022-02-24,53,4,600,403,177.61,8,127
823,2022-02-15,75,13,603,402,56.28,24,5247
824,2022-02-20,93,6,602,402,106.22,34,2833
826,2022-02-22,38,1,600,401,71.61,6,149
827,2022-02-02,91,5,604,403,94.21,16,2870
837,2022-02-10,14,13,600,401,94.85,15,311
840,2022-02-02,78,7,602,402,162.97,55,9132
847,2022-02-01,22,5,600,400,108.07,17,167
857,2022-02-17,51,7,604,403,182.51,39,1747
861,2022-02-21,59,12,602,401,73.48,18,1620
862,2022-02-12,46,13,600,401,85.9,11,277
867,2022-02-04,26,8,600,400,122.66,18,165
869,2022-02-27,59,7,600,400,89.7,15,125
874,2022-02-26,79,7,600,401,88.32,8,243
895,2022-02-11,50,3,602,402,137.52,27,3684
903,2022-02-02,21,12,600,402,53.76,14,279
908,2022-02-24,43,13,603,400,121.82,15,8041
912,2022-02-19,52,10,604,403,128.32,35,5698
913,2022-02-09,94,12,600,400,108.89,14,247
927,2022-02-25,39,1,604,401,115.96,32,6986
928,2022-02-04,83,2,604,402,156.2,41,389
944,2022-02-19,98,9,600,402,122.7,21,270
946,2022-02-14,90,8,600,401,75.49,15,313
955,2022-02-24,56,7,602,400,167.25,33,472
960,2022-03-09,80,2,600,402,55.66,14,353
962,2022-03-10,16,7,602,401,115.3,27,4756
964,2022-03-25,80,12,600,402,122.87,9,136
967,2022-03-19,37,8,600,403,97.07,6,280
977,2022-03-13,83,5,603,402,141.15,52,6943
980,2022-03-24,19,7,600,402,188.35,11,145
984,2022-03-09,21,15,602,403,55.16,41,9635
994,2022-03-16,94,14,602,403,134.69,15,3973
996,2022-03-20,51,6,604,400,80.66,27,3096
999,2022-03-25,44,3,600,402,151.29,8,254
1006,2022-03-03,47,7,604,400,90.99,17,1174
1019,2022-03-01,37,10,600,402,118.39,21,262
1020,2022-03-25,55,9,604,401,164.74,18,5656
1030,2022-03-26,83,14,602,400,59.25,13,7651
1034,2022-03-06,89,9,603,402,124.78,35,6766
1040,2022-03-26,81,1,603,400,142.72,27,1655
1057,2022-03-24,87,9,600,402,158.9,12,189
1060,2022-03-02,16,5,603,401,68.37,20,1454
1063,2022-03-10,88,10,600,402,102.56,22,307
1065,2022-03-03,3,10,600,403,189.37,7,220
1070,2022-03-23,96,3,600,401,148.77,9,127
1071,2022-03-21,25,3,603,402,114.71,14,4182
1073,2022-03-15,13,4,600,403,139.87,12,172
1075,2022-03-16,77,14,602,400,137.75,20,8006
1076,2022-03-18,99,14,600,400,120.6,17,179
1094,2022-03-29,17,1,600,401,61.57,19,343
1098,2022-03-02,46,7,600,402,162.19,18,235
1099,2022-03-29,92,1,602,400,60.27,42,8536
1113,2022-03-24,75,6,602,402,177.9,46,5678
1115,2022-03-18,93,2,602,403,68.56,53,6704
1122,2022-03-02,45,7,602,401,70.31,20,9052
1125,2022-03-17,56,8,604,401,155.5,23,4718
1146,2022-03-20,86,2,600,402,69.67,17,236
1158,2022-03-25,53,6,602,403,60.58,25,7365
1159,2022-03-10,35,15,600,400,140.94,5,177
1160,2022-03-01,81,5,600,402,87.5,17,241
1168,2022-03-14,16,6,602,400,134.35,50,631
1169,2022-03-21,88,15,604,403,101.23,49,9514
1175,2022-03-18,43,15,603,402,86.12,12,9796
1179,2022-03-01,80,8,600,402,125.66,19,167
1194,2022-03-11,97,4,600,403,100.48,13,188
1198,2022-03-09,65,7,603,401,137.38,20,6942
1206,2022-03-08,79,10,600,401,163.7,5,273
1207,2022-03-05,53,9,604,402,180.61,39,2542
1209,2022-03-13,19,5,600,400,115.89,22,263
1215,2022-03-08,8,7,600,401,135.46,16,348
1216,2022-03-12,10,2,600,401,60.78,12,205
1220,2022-03-01,95,3,600,401,182.48,12,339
1224,2022-03-11,12,14,603,403,91.42,26,9734
1227,2022-03-10,79,2,600,400,100.24,9,357
1250,2022-03-15,47,2,600,400,120.9,23,220
1261,2022-03-26,34,7,600,401,183.79,23,188
1268,2022-03-19,48,15,600,403,159.22,11,299
1283,2022-03-22,84,4,600,403,150.62,23,188
1284,2022-03-11,42,4,600,400,149.01,6,356
1286,2022-03-08,10,10,600,403,88.36,22,135
1297,2022-03-25,64,7,600,402,176.54,21,360
1299,2022-03-12,27,13,600,403,55.3,15,339
1301,2022-03-23,23,6,600,400,162.5,5,247
1304,2022-03-03,61,11,602,402,163.92,32,8716
1306,2022-03-20,51,2,602,400,158.69,51,5011
1309,2022-03-19,93,2,602,402,105.38,20,1294
1310,2022-03-02,78,9,602,401,121.92,52,4807
1330,2022-03-20,8,13,600,401,178.29,13,308
1332,2022-03-09,87,3,600,402,81.5,22,298
1342,2022-03-24,47,7,600,400,125.34,15,280
1343,2022-03-02,73,14,602,401,55.06,35,5136
1344,2022-03-02,76,1,600,403,154.88,12,287
1351,2022-03-23,48,11,600,400,146.6,12,148
1375,2022-03-19,96,10,602,402,127.77,44,692
1376,2022-03-10,91,5,603,400,147.95,54,9686
1378,2022-03-19,38,4,600,403,99.72,16,212
1383,2022-03-06,13,7,604,402,122.29,38,6865
1390,2022-03-12,43,8,600,401,60.98,5,224
1392,2022-03-19,37,1,600,400,189.0,21,254
1395,2022-03-20,88,11,602,403,118.26,40,7482
1400,2022-04-19,46,12,600,401,93.4,18,356
1403,2022-04-29,42,11,604,401,135.74,43,7534
1407,2022-04-04,72,5,600,402,71.53,20,336
1408,2022-04-21,26,11,603,402,187.18,49,7624
1410,2022-04-07,60,2,602,402,148.39,18,8333
1424,2022-04-03,2,15,602,402,142.88,25,6084
1436,2022-04-06,50,1,600,400,122.15,15,271
1439,2022-04-21,85,6,602,403,115.0,50,953
1441,2022-04-29,82,3,600,401,124.04,13,343
1445,2022-04-28,65,10,602,403,123.94,28,4232
1451,2022-04-17,65,3,604,400,170.12,14,7218
1471,2022-04-28,1,9,602,401,69.63,32,387
1488,2022-04-10,62,6,600,403,51.53,22,147
1491,2022-04-02,70,3,600,403,178.09,14,325
1492,2022-04-14,63,10,604,402,109.29,20,9473
1499,2022-04-23,28,11,602,400,168.63,36,2545
1502,2022-04-14,12,10,600,400,80.81,5,202
1507,2022-04-21,6,12,600,403,157.69,20,236
1508,2022-04-22,34,10,600,400,100.09,20,188
1512,2022-04-03,1,7,604,401,81.72,49,4267
1533,2022-04-26,22,3,600,400,78.46,7,172
1570,2022-04-22,56,15,602,403,158.16,31,2041
1571,2022-04-11,23,3,604,400,179.95,23,1214
1575,2022-04-18,92,2,602,401,84.05,33,3132
1578,2022-04-16,17,13,603,400,152.69,41,4961
1590,2022-04-20,45,5,604,403,183.69,20,492
1593,2022-04-29,29,8,603,400,141.95,40,6963
1599,2022-04-25,95,15,602,400,102.48,15,6748
1607,2022-04-02,50,4,603,402,64.28,45,1053
1612,2022-04-23,27,15,600,403,164.54,22,297
1625,2022-04-05,38,13,604,400,173.52,46,1688
1650,2022-04-26,73,10,602,401,95.68,48,8907
1673,2022-04-29,27,15,602,401,79.74,46,9991
1677,2022-04-10,84,5,602,401,159.45,15,7278
1678,2022-04-22,77,5,600,401,129.61,14,321
1680,2022-04-03,29,13,600,400,94.68,14,138
1681,2022-04-05,14,7,604,403,92.23,48,622
1691,2022-04-06,14,2,603,403,106.92,12,5506
1695,2022-04-21,79,1,603,401,98.8,32,7168
1699,2022-04-16,3,4,603,403,90.02,40,2414
1703,2022-04-06,37,11,600,401,60.33,21,245
1707,2022-04-29,21,10,600,402,150.24,19,339
1716,2022-04-22,82,13,603,401,157.29,54,5103
1724,2022-04-20,73,8,600,400,57.93,13,232
1726,2022-04-17,27,15,603,402,102.07,32,5209
1743,2022-04-19,30,5,600,403,149.07,13,177
1755,2022-04-12,67,15,600,402,79.39,15,237
1772,2022-04-24,34,3,602,403,154.55,38,2624
1774,2022-04-10,90,11,600,400,149.2,7,168
1786,2022-04-18,54,8,604,402,105.47,16,6164
1791,2022-04-23,58,5,604,401,178.93,34,5047
1797,2022-04-10,38,8,604,403,78.21,23,3841
1804,2022-04-03,91,2,602,401,95.52,44,4931
1812,2022-04-19,86,1,600,400,171.92,19,135
1813,2022-04-19,56,14,603,401,135.34,30,7851
1814,2022-04-21,9,12,600,403,99.78,6,319
1837,2022-04-03,20,7,600,403,117.89,5,297
1841,2022-04-23,68,3,602,402,141.28,32,3557
1852,2022-04-13,4,14,604,403,85.02,13,7471
1867,2022-04-18,16,1,600,400,185.35,13,331
1870,2022-04-04,28,8,600,402,123.9,20,339
1876,2022-04-04,66,7,600,403,181.16,19,260
1882,2022-04-07,38,8,602,400,143.01,15,7768
1896,2022-04-01,73,2,600,401,90.87,13,149
1901,2022-04-08,68,2,600,403,183.82,23,152
1903,2022-04-12,32,14,600,401,129.72,23,237
1908,2022-04-17,7,9,600,400,128.44,20,296
1917,2022-04-29,17,1,600,400,54.59,22,182
1927,2022-05-06,18,1,600,400,70.16,11,146
1939,2022-05-13,34,2,602,402,102.32,47,9847
1941,2022-05-26,74,13,603,403,55.51,19,8829
1943,2022-05-19,18,9,600,403,117.07,12,217
1944,2022-05-05,87,1,604,400,98.53,25,809
1945,2022-05-27,51,6,600,400,109.38,18,224
1955,2022-05-23,30,9,604,402,52.28,12,6859
1960,2022-05-03,21,15,602,403,96.01,41,3000
1963,2022-05-14,28,2,600,403,80.92,6,328
1973,2022-05-16,73,9,604,400,94.31,43,1388
1984,2022-05-14,4,8,603,401,57.11,52,7218
1992,2022-05-16,28,3,600,403,162.89,13,197
1993,2022-05-08,81,9,600,401,152.69,15,320
2008,2022-05-15,49,9,600,402,151.97,6,232
2012,2022-05-09,18,4,603,400,100.52,52,7388
2026,2022-05-26,26,15,602,400,146.0,22,8581
2033,2022-05-26,59,8,600,401,105.15,14,312
2039,2022-05-17,89,1,604,403,116.44,21,3107
2049,2022-05-21,98,2,600,400,65.65,10,270
2059,2022-05-18,22,9,600,401,149.81,20,185
2061,2022-05-04,44,10,603,401,89.23,33,2968
2062,2022-05-15,59,13,600,401,65.31,9,298
2066,2022-05-09,29,5,602,403,133.09,13,1127
2068,2022-05-29,67,7,603,403,103.53,24,6894
2076,2022-05-28,92,2,602,403,58.2,26,8981
2088,2022-05-24,88,6,600,403,123.26,23,345
2093,2022-05-24,22,11,600,402,110.96,18,285
2100,2022-05-02,67,9,600,400,190.27,17,225
2102,2022-05-20,56,4,602,402,132.15,46,4550
2120,2022-05-28,94,12,603,402,160.57,16,2706
2126,2022-05-06,90,12,600,401,121.07,23,153
2132,2022-05-14,2,7,602,403,156.34,24,5898
2154,2022-05-05,5,8,602,401,159.13,48,9975
2160,2022-05-01,6,14,602,403,174.31,27,5636
2161,2022-05-13,42,5,600,402,119.66,6,199
2166,2022-05-04,28,13,602,402,115.95,22,2251
2167,2022-05-19,84,15,600,402,100.81,9,237
2169,2022-05-13,69,10,602,402,85.68,13,3904
2189,2022-05-20,82,12,600,402,73.87,13,212
2201,2022-05-21,62,10,600,400,117.31,12,211
2212,2022-05-18,45,14,600,403,130.68,13,252
2217,2022-05-24,73,1,604,401,164.9,24,431
2219,2022-05-12,33,15,600,400,171.21,13,153
2220,2022-05-28,85,10,600,403,77.4,23,296
2222,2022-05-16,74,7,603,402,152.94,12,6987
2239,2022-05-11,10,14,600,403,117.25,19,175
2247,2022-05-08,78,4,602,403,120.0,45,5179
2254,2022-05-15,88,2,600,403,71.68,14,145
2265,2022-05-25,15,12,600,400,91.6,9,299
2269,2022-05-07,73,6,600,400,169.98,19,166
2277,2022-05-24,87,7,604,402,55.34,47,1174
2282,2022-05-14,3,3,602,401,156.88,13,1484
2291,2022-05-01,80,8,602,401,123.4,21,9286
2297,2022-05-11,73,12,600,403,61.52,11,133
2302,2022-05-10,77,2,604,401,125.5,40,6823
2313,2022-05-11,54,10,600,401,70.27,22,270
2333,2022-05-15,97,15,604,403,116.58,40,7229
2334,2022-05-27,34,1,604,401,155.06,15,3258
2336,2022-05-16,84,12,604,401,104.93,47,6265
2350,2022-05-07,66,2,603,402,134.79,52,7682
2363,2022-05-14,73,9,603,402,82.43,24,8906
2378,2022-05-08,33,13,600,402,150.71,9,144
2381,2022-05-11,81,15,602,400,122.49,40,5069
2389,2022-05-07,58,1,602,403,163.7,49,3126
2399,2022-05-20,82,10,604,403,91.14,15,8158
2411,2022-05-03,64,5,600,403,112.14,5,230
2414,2022-05-15,7,1,600,403,108.71,13,287
2419,2022-05-01,63,5,600,402,136.15,9,355
2433,2022-05-17,34,7,602,403,60.14,13,1148
2434,2022-05-09,36,12,600,401,151.26,19,299
2435,2022-05-15,80,15,602,400,101.04,21,2398
2437,2022-05-07,44,4,600,402,126.61,16,145
2439,2022-05-08,14,14,600,403,67.95,21,183
2441,2022-05-13,2,8,600,400,182.03,8,306
2452,2022-05-17,58,3,602,400,163.59,21,6693
2456,2022-05-08,21,11,600,401,95.71,6,269
2457,2022-05-14,49,7,600,403,103.33,20,140
2458,2022-05-13,3,13,600,401,143.03,17,317
2462,2022-05-22,82,1,603,403,140.79,18,997
2463,2022-05-29,6,12,600,403,55.66,8,231
2464,2022-05-09,47,9,600,402,90.34,20,123
2471,2022-05-06,100,1,603,401,131.88,52,7232
2472,2022-05-03,75,4,602,400,57.09,54,3898
2475,2022-05-05,33,15,600,403,135.56,9,213
2481,2022-05-01,76,15,603,400,173.41,17,5318
2504,2022-05-27,50,5,600,403,99.37,11,194
2508,2022-05-01,100,12,604,400,64.65,18,7249
2510,2022-06-21,95,1,600,403,153.33,12,253
2529,2022-06-27,6,8,603,400,182.15,36,2551
2546,2022-06-11,23,5,600,403,124.35,22,331
2553,2022-06-05,53,15,602,403,151.82,36,5950
2561,2022-06-28,100,14,600,402,161.85,22,232
2562,2022-06-27,70,5,603,403,178.15,44,9299
2570,2022-06-10,26,12,600,401,178.87,16,261
2585,2022-06-14,42,4,600,401,177.84,21,354
2586,2022-06-20,10,6,603,403,100.92,38,4811
2589,2022-06-17,33,3,600,402,80.23,20,253
2590,2022-06-18,29,3,602,402,175.97,43,5563
2595,2022-06-02,26,7,602,400,157.37,51,6881
2599,2022-06-23,2,6,604,400,60.92,26,5734
2611,2022-06-10,51,12,602,402,121.89,40,5473
2619,2022-06-27,48,15,600,400,183.43,22,184
2623,2022-06-10,10,5,602,401,188.78,18,868
2627,2022-06-15,79,3,604,403,113.78,33,8258
2629,2022-06-29,58,13,604,400,117.27,14,5178
2630,2022-06-20,24,1,602,401,88.72,55,3988
2646,2022-06-03,41,8,600,401,81.1,23,214
2653,2022-06-04,62,14,602,402,68.0,51,846
2655,2022-06-09,58,5,600,400,183.79,9,181
2656,2022-06-11,81,1,600,402,121.56,5,307
2660,2022-06-21,3,1,600,403,177.76,11,197
2662,2022-06-01,42,1,602,403,180.64,26,8264
2665,2022-06-12,45,6,604,402,176.77,29,8262
2672,2022-06-19,57,9,600,400,54.51,10,281
2689,2022-06-07,87,4,604,402,68.76,16,2276
2694,2022-06-07,95,2,603,403,145.21,53,6629
2705,2022-06-07,32,7,603,403,91.34,46,8948
2716,2022-06-11,85,8,602,400,135.79,52,5654
2727,2022-06-28,26,2,600,402,101.31,14,197
2730,2022-06-24,22,11,603,400,61.46,40,5980
2733,2022-06-28,85,3,604,403,113.65,51,6825
2741,2022-06-05,77,3,602,400,166.14,15,5614
2753,2022-06-19,91,11,603,400,119.45,39,8781
2757,2022-06-16,34,3,600,400,102.05,9,133
2759,2022-06-29,14,14,600,403,63.01,13,151
2766,2022-06-24,32,8,600,401,123.51,5,216
2772,2022-06-17,63,3,600,402,76.05,10,262
2778,2022-06-24,30,13,602,400,163.4,13,3112
2780,2022-06-20,55,7,603,402,137.1,16,7140
2782,2022-06-24,66,6,600,401,186.25,12,344
2789,2022-06-25,37,13,600,401,178.35,7,172
2796,2022-06-17,80,8,602,403,77.52,43,3685
2798,2022-06-06,64,11,602,403,51.47,44,2678
2799,2022-06-12,57,7,600,400,109.03,19,298
2800,2022-06-18,92,10,604,400,54.53,54,5280
2809,2022-06-07,77,4,600,403,157.56,18,254
2813,2022-06-18,26,4,604,401,133.49,40,6657
2815,2022-06-17,27,7,602,401,146.04,50,3431
2822,2022-06-01,9,7,604,401,111.14,18,478
2828,2022-06-20,21,12,600,400,118.03,8,134
2832,2022-06-28,90,13,600,401,67.09,17,230
2840,2022-06-23,68,5,603,403,61.54,53,680
2843,2022-06-21,35,8,600,400,65.13,19,350
2845,2022-06-08,92,15,602,402,84.26,26,502
2850,2022-06-22,53,5,603,400,163.72,23,1468
2860,2022-06-26,45,11,600,403,162.28,21,302
2864,2022-06-21,59,7,600,400,186.4,14,205
2877,2022-06-10,52,14,602,401,86.53,49,4069
2894,2022-06-04,43,5,600,403,136.37,12,335
2907,2022-06-20,30,14,600,401,62.82,10,255
2911,2022-06-26,34,5,603,401,118.59,30,2668
2912,2022-06-15,67,13,604,401,106.23,53,1911
2917,2022-06-02,75,7,600,402,100.59,10,166
2928,2022-06-05,50,4,600,402,66.24,15,283
2931,2022-06-07,39,3,603,402,97.16,12,760
2935,2022-06-13,42,2,604,400,77.33,22,5307
2946,2022-06-02,57,14,600,400,92.65,13,130
2955,2022-06-07,35,4,600,400,186.23,16,157
2975,2022-06-03,80,6,604,401,186.87,43,1261
2976,2022-06-14,48,9,604,401,120.99,40,9478
2978,2022-06-23,58,6,600,401,182.08,14,337
3008,2022-06-13,35,11,600,400,127.73,19,239
3015,2022-06-24,59,4,600,401,91.38,10,360
3018,2022-06-23,46,4,600,400,124.85,12,150
3019,2022-06-01,69,8,600,403,145.69,19,241
3030,2022-06-10,14,1,600,401,51.85,17,130
3044,2022-06-18,94,14,600,403,59.52,8,229
3053,2022-06-10,27,7,603,400,166.9,50,264
3054,2022-06-10,71,6,602,401,181.31,36,5189
3067,2022-06-28,24,12,602,401,114.13,37,200
3077,2022-06-26,34,8,602,400,79.87,23,3062
3084,2022-06-09,71,13,600,402,93.75,9,176
3086,2022-06-09,14,5,604,401,118.23,55,4965
3088,2022-06-15,14,11,600,402,57.02,7,273
3092,2022-06-19,71,9,603,400,141.29,49,9133
3104,2022-06-23,85,1,602,401,80.32,39,6216
3111,2022-06-26,35,5,604,403,134.71,51,2174
3116,2022-06-05,10,2,600,401,111.32,15,254
3121,2022-06-04,56,13,603,401,190.29,16,9447
3124,2022-06-20,27,8,602,402,173.39,21,8181
3131,2022-06-11,76,10,603,402,171.17,19,7673
3135,2022-06-21,35,6,603,401,122.64,13,302
3138,2022-06-15,96,5,600,402,53.36,14,290
3141,2022-06-29,77,15,603,402,137.77,34,9477
3150,2022-06-16,52,5,600,403,98.69,22,298
3158,2022-06-29,57,13,600,403,161.55,9,318
3164,2022-06-21,11,6,600,401,138.15,10,296
3168,2022-06-25,23,12,600,400,120.7,6,182
3172,2022-06-18,7,12,600,403,172.37,18,354
3190,2022-06-14,41,14,600,402,138.79,11,296
3195,2022-06-09,97,13,600,403,70.64,14,182
3199,2022-06-17,78,4,603,402,101.95,36,6154
3214,2022-06-10,69,13,600,401,124.44,8,330
3217,2022-06-25,66,11,600,400,58.83,14,277
3219,2022-06-29,2,3,602,403,180.66,52,1490
3235,2022-06-02,80,5,603,401,141.25,50,3322
3236,2022-06-25,42,13,603,401,141.81,14,7059
3247,2022-06-20,89,13,603,402,146.47,12,5600
3251,2022-06-20,16,5,602,400,184.63,33,5473
3254,2022-06-25,69,7,604,400,54.66,16,7269
3256,2022-06-12,92,12,603,402,180.58,29,2735
3284,2022-06-07,66,1,602,401,63.84,27,9143
3288,2022-06-04,70,11,600,403,160.65,20,321
3293,2022-06-06,96,5,600,403,103.38,19,281
3315,2022-06-24,75,11,600,401,95.83,8,127
3316,2022-06-11,65,7,600,403,128.4,14,184
3317,2022-06-14,92,10,603,403,104.55,17,7233
3321,2022-06-02,16,2,602,400,148.09,19,9485
3324,2022-06-03,50,15,600,400,95.42,6,334
3337,2022-06-02,93,9,604,402,90.37,20,291
3339,2022-06-05,81,1,602,400,87.22,30,8413
3340,2022-06-22,54,13,600,401,187.87,8,348
3347,2022-06-15,97,1,600,401,64.59,21,211
3349,2022-06-21,50,8,600,400,110.46,12,127
3357,2022-06-11,19,13,600,403,66.98,16,197
3359,2022-06-03,80,1,602,401,78.84,53,8443
3366,2022-06-12,44,14,602,403,160.56,24,7369
3376,2022-06-13,90,3,600,402,137.27,21,315
3381,2022-06-14,79,3,600,400,140.61,7,301
3385,2022-06-28,37,2,600,402,183.43,21,342
3386,2022-06-28,64,13,600,401,177.24,21,174
3388,2022-06-12,62,8,603,402,93.37,17,9857
3390,2022-06-02,98,10,604,401,119.66,25,574
3391,2022-06-06,1,3,603,401,181.96,49,4064
3402,2022-06-06,22,4,600,400,54.77,5,266
3434,2022-06-14,23,4,600,401,55.67,9,334
3436,2022-06-08,97,1,600,400,102.49,19,259
3440,2022-06-11,89,15,602,400,103.65,18,1377
3441,2022-06-21,87,12,604,403,189.04,14,1545
3447,2022-06-07,49,5,600,401,55.03,15,345
3448,2022-06-05,25,12,604,402,140.63,54,138
3451,2022-06-10,84,10,600,402,74.42,17,218
3458,2022-06-27,100,10,600,403,116.79,13,143
3461,2022-06-03,32,3,600,402,117.09,14,277
3483,2022-06-01,46,1,600,400,88.35,10,128
3485,2022-06-15,50,5,602,401,121.24,12,3265
3486,2022-06-20,14,11,600,401,181.75,20,313
3495,2022-06-06,21,10,600,401,50.01,13,222
3512,2022-06-26,29,3,602,401,125.03,12,4400
3522,2022-06-21,83,2,600,400,159.42,19,204
3526,2022-06-17,10,8,600,401,139.6,19,219
3528,2022-06-28,84,15,600,403,131.92,6,160
3530,2022-06-12,6,10,604,401,121.47,39,2825
3533,2022-06-18,72,6,600,403,167.05,18,153
3554,2022-06-22,48,9,602,401,88.72,30,3164
3555,2022-06-03,37,11,602,400,60.13,21,5188
